Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  v8::internal::LTaggedToI::CompileToNative(v8::internal::LCodeGen*)
      1    0.0%    0.0%  v8::internal::LInstructionGap::CompileToNative(v8::internal::LCodeGen*)
      1    0.0%    0.0%  v8::internal::LContext::opcode() const
      1    0.0%    0.0%  v8::internal::LCodeGenBase::WriteTranslationFrame(v8::internal::LEnvironment*, v8::internal::Translation*)
      1    0.0%    0.0%  v8::internal::LCodeGen::ToOperand(v8::internal::LOperand*) const
      1    0.0%    0.0%  v8::internal::LCodeGen::RecordSafepoint(v8::internal::LPointerMap*, v8::internal::Safepoint::Kind, int, v8::internal::Safepoint::DeoptMode) [clone .constprop.405]
      1    0.0%    0.0%  v8::internal::LCodeGen::PopulateDeoptimizationLiteralsWithInlinedFunctions()
      1    0.0%    0.0%  v8::internal::LCodeGen::PopulateDeoptimizationData(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  v8::internal::LCodeGen::GeneratePrologue()
      1    0.0%    0.0%  v8::internal::LCodeGen::GenerateCode()
      1    0.0%    0.0%  v8::internal::LCodeGen::GenerateBodyInstructionPre(v8::internal::LInstruction*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoPushArgument(v8::internal::LPushArgument*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoLoadNamedField(v8::internal::LLoadNamedField*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoLazyBailout(v8::internal::LLazyBailout*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoInstructionGap(v8::internal::LInstructionGap*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoContext(v8::internal::LContext*)
      1    0.0%    0.0%  v8::internal::LCodeGen::DoCheckArrayBufferNotNeutered(v8::internal::LCheckArrayBufferNotNeutered*)
      1    0.0%    0.0%  v8::internal::LChunk::RegisterWeakObjectsInOptimizedCode(v8::internal::Handle<v8::internal::Code>) const
      1    0.0%    0.0%  v8::internal::LChunk::MarkEmptyBlocks()
      1    0.0%    0.0%  v8::internal::LChunk::CommitDependencies(v8::internal::Handle<v8::internal::Code>) const
      1    0.0%    0.0%  v8::internal::LCheckNonSmi::opcode() const
      1    0.0%    0.0%  v8::internal::LCheckNonSmi::Mnemonic() const
      1    0.0%    0.0%  v8::internal::LCheckMaps::CompileToNative(v8::internal::LCodeGen*)
      1    0.0%    0.0%  v8::internal::LBranch::opcode() const
      1    0.0%    0.0%  v8::internal::LAllocator::ProcessInstructions(v8::internal::HBasicBlock*, v8::internal::BitVector*)
      1    0.0%    0.0%  v8::internal::LAllocator::MeetConstraintsBetween(v8::internal::LInstruction*, v8::internal::LInstruction*, int)
      1    0.0%    0.0%  v8::internal::LAllocator::LAllocator(int, v8::internal::HGraph*)
      1    0.0%    0.0%  v8::internal::LAllocator::BuildLiveRanges()
      1    0.0%    0.0%  v8::internal::LAllocator::AllocateRegisters()
      1    0.0%    0.0%  v8::internal::KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::KeyedStoreIC::GetStoreMode(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::JsonParser<false>::Advance()
      1    0.0%    0.0%  v8::internal::JavaScriptFrameIterator::AdvanceToArgumentsFrame()
      1    0.0%    0.0%  v8::internal::JavaScriptFrame::type() const
      1    0.0%    0.0%  v8::internal::JavaScriptFrame::Iterate(v8::internal::ObjectVisitor*) const
      1    0.0%    0.0%  v8::internal::JSReceiver::DeleteElement(v8::internal::Handle<v8::internal::JSReceiver>, unsigned int, v8::internal::LanguageMode)
      1    0.0%    0.0%  v8::internal::JSObject::SetNormalizedProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails)
      1    0.0%    0.0%  v8::internal::JSObject::NumberOfEnumElements()
      1    0.0%    0.0%  v8::internal::JSObject::MigrateSlowToFast(v8::internal::Handle<v8::internal::JSObject>, int, char const*)
      1    0.0%    0.0%  v8::internal::JSObject::IsExtensible()
      1    0.0%    0.0%  v8::internal::JSObject::GetOwnPropertyNames(v8::internal::FixedArray*, int, PropertyAttributes)
      1    0.0%    0.0%  v8::internal::JSObject::Freeze(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  v8::internal::JSObject::EnsureWritableFastElements(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  v8::internal::JSFunction::PassesFilter(char const*)
      1    0.0%    0.0%  v8::internal::JSArray::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
      1    0.0%    0.0%  v8::internal::Isolate::random_number_generator()
      1    0.0%    0.0%  v8::internal::Isolate::FireCallCompletedCallback()
      1    0.0%    0.0%  v8::internal::Isolate::ComputeLocation(v8::internal::MessageLocation*)
      1    0.0%    0.0%  v8::internal::Isolate::CaptureAndSetSimpleStackTrace(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Isolate::CaptureAndSetDetailedStackTrace(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  v8::internal::IsUnscavengedHeapObject(v8::internal::Heap*, v8::internal::Object**)
      1    0.0%    0.0%  v8::internal::IsSpecialIndex(v8::internal::UnicodeCache*, v8::internal::String*)
      1    0.0%    0.0%  v8::internal::InternalizedStringKey::IsMatch(v8::internal::Object*)
      1    0.0%    0.0%  v8::internal::InternalFrame::GetCallerStackPointer() const
      1    0.0%    0.0%  v8::internal::InsertCodeIntoOptimizedCodeMap(v8::internal::CompilationInfo*)
      1    0.0%    0.0%  v8::internal::IncrementalStringBuilder::IncrementalStringBuilder(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::IncrementalMarkingRootMarkingVisitor::VisitPointer(v8::internal::Object**)
      1    0.0%    0.0%  v8::internal::IncrementalMarking::ShouldActivateEvenWithoutIdleNotification()
      1    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWriteFromCode(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::IncrementalMarking::RecordCodeTargetPatch(unsigned char*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::IfStatement::node_type() const
      1    0.0%    0.0%  v8::internal::IfStatement::Accept(v8::internal::AstVisitor*)
      1    0.0%    0.0%  v8::internal::IC::UpdateMonomorphicIC(v8::internal::Handle<v8::internal::Code>, v8::internal::Handle<v8::internal::Name>)
      1    0.0%    0.0%  v8::internal::IC::TryRemoveInvalidPrototypeDependentStub(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::IC::OnTypeFeedbackChanged(v8::internal::Isolate*, unsigned char*, v8::internal::InlineCacheState, v8::internal::InlineCacheState, bool)
      1    0.0%    0.0%  v8::internal::IC::ConfigureVectorState(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  v8::internal::HistogramTimer::Start()
      1    0.0%    0.0%  v8::internal::HeapObjectIterator::next_object()
      1    0.0%    0.0%  v8::internal::Heap::Scavenge()
      1    0.0%    0.0%  v8::internal::Heap::RegisterLiveArrayBuffer(bool, void*)
      1    0.0%    0.0%  v8::internal::Heap::MonotonicallyIncreasingTimeInMs()
      1    0.0%    0.0%  v8::internal::Heap::FullSizeNumberStringCacheLength()
      1    0.0%    0.0%  v8::internal::Heap::Contains(unsigned char*)
      1    0.0%    0.0%  v8::internal::Heap::AllocateByteArray(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Heap::AddToRingBuffer(char const*)
      1    0.0%    0.0%  v8::internal::HashTable<v8::internal::WeakHashTable, v8::internal::WeakHashTableShape<2>, v8::internal::Handle<v8::internal::Object> >::EntryForProbe(v8::internal::Handle<v8::internal::Object>, v8::internal::Object*, int, unsigned int)
      1    0.0%    0.0%  v8::internal::HashTable<v8::internal::StringTable, v8::internal::StringTableShape, v8::internal::HashTableKey*>::EnsureCapacity(v8::internal::Handle<v8::internal::StringTable>, int, v8::internal::HashTableKey*, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::HashTable<v8::internal::SeededNumberDictionary, v8::internal::SeededNumberDictionaryShape, unsigned int>::Shrink(v8::internal::Handle<v8::internal::SeededNumberDictionary>, unsigned int)
      1    0.0%    0.0%  v8::internal::HandleScope::Extend(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Handle<v8::internal::String> v8::internal::JsonParser<false>::ScanJsonString<false>()
      1    0.0%    0.0%  v8::internal::HValue::EmitAtUses()
      1    0.0%    0.0%  v8::internal::HType::FromValue(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::HTemplateInstruction<2>::OperandAt(int) const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<2, 2>::OperandAt(int) const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<2, 1>::SuccessorCount() const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<2, 1>::SetSuccessorAt(int, v8::internal::HBasicBlock*)
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<2, 1>::OperandAt(int) const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<1, 0>::SuccessorAt(int) const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<0, 3>::OperandAt(int) const
      1    0.0%    0.0%  v8::internal::HTemplateControlInstruction<0, 0>::SuccessorCount() const
      1    0.0%    0.0%  v8::internal::HStoreNamedField* v8::internal::HGraphBuilder::Add<v8::internal::HStoreNamedField, v8::internal::HAllocate*, v8::internal::HObjectAccess, v8::internal::HValue*>(v8::internal::HAllocate*, v8::internal::HObjectAccess, v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HRepresentationChangesPhase::InsertRepresentationChangesForValue(v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HPhi::AddInput(v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::context()
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitIfStatement(v8::internal::IfStatement*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitForValue(v8::internal::Expression*, v8::internal::ArgumentsAllowedFlag) [clone .constprop.881]
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitCall(v8::internal::Call*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitBlock(v8::internal::Block*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::Visit(v8::internal::AstNode*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::TryInlineBuiltinMethodCall(v8::internal::Call*, v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::Map>, int)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo::map()
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo::LoadResult(v8::internal::Handle<v8::internal::Map>)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo::LoadFieldMaps(v8::internal::Handle<v8::internal::Map>)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::HandlePolymorphicCallNamed(v8::internal::Call*, v8::internal::HValue*, v8::internal::SmallMapList*, v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::HandleCompoundAssignment(v8::internal::Assignment*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildStoreNamedField(v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo*, v8::internal::HValue*, v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildMonomorphicAccess(v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::BailoutId, v8::internal::BailoutId, bool)
      1    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildLoad(v8::internal::Property*, v8::internal::BailoutId)
      1    0.0%    0.0%  v8::internal::HLoadNamedField* v8::internal::HGraphBuilder::Add<v8::internal::HLoadNamedField, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HObjectAccess>(v8::internal::HValue*, v8::internal::HValue*, v8::internal::HObjectAccess) [clone .constprop.876]
      1    0.0%    0.0%  v8::internal::HLoadNamedField* v8::internal::HGraphBuilder::Add<v8::internal::HLoadNamedField, v8::internal::HValue*, decltype(nullptr), v8::internal::HObjectAccess>(v8::internal::HValue*, decltype(nullptr), v8::internal::HObjectAccess) [clone .isra.696]
      1    0.0%    0.0%  v8::internal::HInstructionMap::Kill(v8::internal::SideEffects)
      1    0.0%    0.0%  v8::internal::HInstruction::IsInstruction() const
      1    0.0%    0.0%  v8::internal::HInstruction::DeleteFromGraph()
      1    0.0%    0.0%  v8::internal::HGraphBuilder::IfBuilder::Finish()
      1    0.0%    0.0%  v8::internal::HGraphBuilder::IfBuilder::Else()
      1    0.0%    0.0%  v8::internal::HGraphBuilder::BuildUncheckedMonomorphicElementAccess(v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, bool, v8::internal::ElementsKind, v8::internal::PropertyAccessType, v8::internal::LoadKeyedHoleMode, v8::internal::KeyedAccessStoreMode)
      1    0.0%    0.0%  v8::internal::HGraphBuilder::AddLoadStringLength(v8::internal::HValue*)
      1    0.0%    0.0%  v8::internal::HGraphBuilder::AddElementAccess(v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::ElementsKind, v8::internal::PropertyAccessType, v8::internal::LoadKeyedHoleMode)
      1    0.0%    0.0%  v8::internal::HGraph::GetConstantHole()
      1    0.0%    0.0%  v8::internal::HFlowEngine<v8::internal::HLoadEliminationTable, v8::internal::HLoadEliminationEffects>::AnalyzeDominatedBlocks(v8::internal::HBasicBlock*, v8::internal::HLoadEliminationTable*)
      1    0.0%    0.0%  v8::internal::HEnvironmentLivenessAnalysisPhase::UpdateLivenessAtInstruction(v8::internal::HInstruction*, v8::internal::BitVector*)
      1    0.0%    0.0%  v8::internal::HEnvironment::Initialize(int, int, int)
      1    0.0%    0.0%  v8::internal::HEnvironment::CopyWithoutHistory() const
      1    0.0%    0.0%  v8::internal::HEnvironment::CopyForInlining(v8::internal::Handle<v8::internal::JSFunction>, int, v8::internal::FunctionLiteral*, v8::internal::HConstant*, v8::internal::InliningKind) const
      1    0.0%    0.0%  v8::internal::HDeoptimize::opcode() const
      1    0.0%    0.0%  v8::internal::HDeoptimize* v8::internal::HGraphBuilder::Add<v8::internal::HDeoptimize, v8::internal::Deoptimizer::DeoptReason, v8::internal::Deoptimizer::BailoutType>(v8::internal::Deoptimizer::DeoptReason, v8::internal::Deoptimizer::BailoutType)
      1    0.0%    0.0%  v8::internal::HConstant::opcode() const
      1    0.0%    0.0%  v8::internal::HConstant::HConstant(v8::internal::Unique<v8::internal::Object>, v8::internal::Unique<v8::internal::Map>, bool, v8::internal::Representation, v8::internal::HType, bool, bool, bool, v8::internal::InstanceType)
      1    0.0%    0.0%  v8::internal::HCheckValue::FinalizeUniqueness()
      1    0.0%    0.0%  v8::internal::HCallFunction* v8::internal::HGraphBuilder::New<v8::internal::HCallFunction, v8::internal::HValue*, int, v8::internal::CallFunctionFlags>(v8::internal::HValue*, int, v8::internal::CallFunctionFlags)
      1    0.0%    0.0%  v8::internal::HBoundsCheckEliminationPhase::PreProcessBlock(v8::internal::HBasicBlock*)
      1    0.0%    0.0%  v8::internal::HBlockEntry::opcode() const
      1    0.0%    0.0%  v8::internal::HBinaryOperation::observed_input_representation(int)
      1    0.0%    0.0%  v8::internal::HBasicBlock::RegisterPredecessor(v8::internal::HBasicBlock*)
      1    0.0%    0.0%  v8::internal::HBasicBlock::Goto(v8::internal::HBasicBlock*, v8::internal::SourcePosition, v8::internal::FunctionState*, bool) [clone .constprop.887]
      1    0.0%    0.0%  v8::internal::HBasicBlock::AddNewPhi(int)
      1    0.0%    0.0%  v8::internal::HBasicBlock::AddLeaveInlined(v8::internal::HValue*, v8::internal::FunctionState*, v8::internal::SourcePosition)
      1    0.0%    0.0%  v8::internal::HAdd::New(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::HValue*, v8::internal::Strength)
      1    0.0%    0.0%  v8::internal::GrowableBitVector::Add(int, v8::internal::Zone*)
      1    0.0%    0.0%  v8::internal::GlobalHandles::UpdateListOfNewSpaceNodes()
      1    0.0%    0.0%  v8::internal::GlobalHandles::ComputeObjectGroupsAndImplicitReferences()
      1    0.0%    0.0%  v8::internal::GetUnoptimizedCodeCommon(v8::internal::CompilationInfo*)
      1    0.0%    0.0%  v8::internal::GetDefaultHeaderSizeForElementsKind(v8::internal::ElementsKind)
      1    0.0%    0.0%  v8::internal::Genesis::InstallExtensions(v8::internal::Handle<v8::internal::Context>, v8::ExtensionConfiguration*)
      1    0.0%    0.0%  v8::internal::FuncNameInferrer::PushVariableName(v8::internal::AstRawString const*)
      1    0.0%    0.0%  v8::internal::FuncNameInferrer::PushLiteralName(v8::internal::AstRawString const*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitLogicalExpression(v8::internal::BinaryOperation*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitCountOperation(v8::internal::CountOperation*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitCall(v8::internal::Call*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitBinaryOperation(v8::internal::BinaryOperation*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitAssignment(v8::internal::Assignment*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitArithmeticExpression(v8::internal::BinaryOperation*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::StackValueContext::Plug(v8::internal::Variable*) const
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::StackValueContext::Plug(v8::internal::Register) const
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::ShouldInlineSmiCase(v8::internal::Token::Value)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::PrepareForBailout(v8::internal::Expression*, v8::internal::FullCodeGenerator::State)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitVariableLoad(v8::internal::VariableProxy*, v8::internal::TypeofState)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitNamedPropertyLoad(v8::internal::Property*)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitLiteralCompareNil(v8::internal::CompareOperation*, v8::internal::Expression*, v8::internal::NilValue)
      1    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitBinaryOp(v8::internal::BinaryOperation*, v8::internal::Token::Value)
      1    0.0%    0.0%  v8::internal::FloatingPointHelper::LoadSSE2UnknownOperands(v8::internal::MacroAssembler*, v8::internal::Label*)
      1    0.0%    0.0%  v8::internal::FixedArrayBuilder::EnsureCapacity(int)
      1    0.0%    0.0%  v8::internal::FixedArray::UnionOfKeys(v8::internal::Handle<v8::internal::FixedArray>, v8::internal::Handle<v8::internal::FixedArray>)
      1    0.0%    0.0%  v8::internal::FixedArray::SortPairs(v8::internal::FixedArray*, unsigned int)
      1    0.0%    0.0%  v8::internal::FixedArray::Shrink(int)
      1    0.0%    0.0%  v8::internal::FindStringIndicesDispatch(v8::internal::Isolate*, v8::internal::String*, v8::internal::String*, v8::internal::ZoneList<int>*, unsigned int, v8::internal::Zone*)
      1    0.0%    0.0%  v8::internal::FindClosestElementsTransition(v8::internal::Map*, v8::internal::ElementsKind)
      1    0.0%    0.0%  v8::internal::FilterKey(v8::internal::Object*, PropertyAttributes)
      1    0.0%    0.0%  v8::internal::FeedbackNexus::FindHandlerForMap(v8::internal::Handle<v8::internal::Map>) const
      1    0.0%    0.0%  v8::internal::FeedbackNexus::ExtractMaps(v8::internal::List<v8::internal::Handle<v8::internal::Map>, v8::internal::FreeStoreAllocationPolicy>*) const
      1    0.0%    0.0%  v8::internal::Factory::NewTypeFeedbackInfo()
      1    0.0%    0.0%  v8::internal::Factory::NewNumberFromUint(unsigned int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewJSArrayBuffer(v8::internal::SharedFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewCell(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Factory::NewByteArray(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::InternalizeString(v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::ExpressionStatement::IsJump() const
      1    0.0%    0.0%  v8::internal::Expression::IsNullLiteral() const
      1    0.0%    0.0%  v8::internal::ExitFrame::GetCallerStackPointer() const
      1    0.0%    0.0%  v8::internal::Execution::New(v8::internal::Handle<v8::internal::JSFunction>, int, v8::internal::Handle<v8::internal::Object>*)
      1    0.0%    0.0%  v8::internal::DuplicateFinder::BackupKey(v8::internal::Vector<unsigned char const>, bool)
      1    0.0%    0.0%  v8::internal::DoubleToFixedCString(double, int)
      1    0.0%    0.0%  v8::internal::DiyFp::Multiply(v8::internal::DiyFp const&)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::UnseededNumberDictionary, v8::internal::UnseededNumberDictionaryShape, unsigned int>::AtPut(v8::internal::Handle<v8::internal::UnseededNumberDictionary>, unsigned int, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::SeededNumberDictionary, v8::internal::SeededNumberDictionaryShape, unsigned int>::EnsureCapacity(v8::internal::Handle<v8::internal::SeededNumberDictionary>, int, unsigned int)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::SeededNumberDictionary, v8::internal::SeededNumberDictionaryShape, unsigned int>::AddEntry(v8::internal::Handle<v8::internal::SeededNumberDictionary>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, unsigned int)
      1    0.0%    0.0%  v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape, v8::internal::Handle<v8::internal::Name> >::NumberOfElementsFilterAttributes(PropertyAttributes)
      1    0.0%    0.0%  v8::internal::DescriptorArray::Append(v8::internal::Descriptor*)
      1    0.0%    0.0%  v8::internal::DependentCode::Insert(v8::internal::Handle<v8::internal::DependentCode>, v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::DeoptimizerData::Iterate(v8::internal::ObjectVisitor*)
      1    0.0%    0.0%  v8::internal::Deoptimizer::patch_size()
      1    0.0%    0.0%  v8::internal::Deoptimizer::WriteValueToOutput(v8::internal::Object*, int, int, unsigned int, char const*)
      1    0.0%    0.0%  v8::internal::Deoptimizer::PatchCodeForDeoptimization(v8::internal::Isolate*, v8::internal::Code*)
      1    0.0%    0.0%  v8::internal::Deoptimizer::DoComputeJSFrame(v8::internal::TranslationIterator*, int)
      1    0.0%    0.0%  v8::internal::Debug::OnThrow(v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::ComputeReceiverTypes(v8::internal::Expression*, v8::internal::HValue*, v8::internal::SmallMapList**, v8::internal::Zone*) [clone .isra.738]
      1    0.0%    0.0%  v8::internal::Compiler::GetOptimizedCode(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::Code>, v8::internal::Compiler::ConcurrencyMode, v8::internal::BailoutId, v8::internal::JavaScriptFrame*)
      1    0.0%    0.0%  v8::internal::Compiler::EnsureDeoptimizationSupport(v8::internal::CompilationInfo*)
      1    0.0%    0.0%  v8::internal::Compiler::EnsureCompiled(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::ClearExceptionFlag)
      1    0.0%    0.0%  v8::internal::CompilationInfo::CompilationInfo(v8::internal::ParseInfo*)
      1    0.0%    0.0%  v8::internal::CompareOperation::Accept(v8::internal::AstVisitor*)
      1    0.0%    0.0%  v8::internal::CodeStubDescriptor::CodeStubDescriptor(v8::internal::CodeStub*)
      1    0.0%    0.0%  v8::internal::Code::FindHandlers(v8::internal::List<v8::internal::Handle<v8::internal::Code>, v8::internal::FreeStoreAllocationPolicy>*, int)
      1    0.0%    0.0%  v8::internal::CallRuntime::node_type() const
      1    0.0%    0.0%  v8::internal::Call::node_type() const
      1    0.0%    0.0%  v8::internal::Call::IsMonomorphic()
      1    0.0%    0.0%  v8::internal::Call::ComputeFeedbackRequirements(v8::internal::Isolate*, v8::internal::ICSlotCache const*)
      1    0.0%    0.0%  v8::internal::Call::Accept(v8::internal::AstVisitor*)
      1    0.0%    0.0%  v8::internal::Builtins::LoadIC_Normal()
      1    0.0%    0.0%  v8::internal::Builtins::KeyedStoreIC_Megamorphic()
      1    0.0%    0.0%  v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Builtin_ArrayPop(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::BranchIfNotInternalizedString(v8::internal::MacroAssembler*, v8::internal::Label*, v8::internal::Register, v8::internal::Register)
      1    0.0%    0.0%  v8::internal::Bootstrapper::Iterate(v8::internal::ObjectVisitor*)
      1    0.0%    0.0%  v8::internal::Block::Accept(v8::internal::AstVisitor*)
      1    0.0%    0.0%  v8::internal::BinaryOpICState::BinaryOpICState(v8::internal::Isolate*, int)
      1    0.0%    0.0%  v8::internal::BinaryOpIC::Transition(v8::internal::Handle<v8::internal::AllocationSite>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::BiggestPowerTen(unsigned int, int, unsigned int*, int*)
      1    0.0%    0.0%  v8::internal::BasicJsonStringifier::ApplyToJsonFunction(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  v8::internal::AstValueFactory::NewString(v8::internal::AstRawString const*)
      1    0.0%    0.0%  v8::internal::AstValueFactory::NewSmi(int)
      1    0.0%    0.0%  v8::internal::AstValueFactory::Internalize(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::AstValueFactory::GetString(v8::internal::Handle<v8::internal::String>)
      1    0.0%    0.0%  v8::internal::AstTyper::VisitVariableProxy(v8::internal::VariableProxy*)
      1    0.0%    0.0%  v8::internal::AstTyper::VisitProperty(v8::internal::Property*)
      1    0.0%    0.0%  v8::internal::AstTyper::VisitLiteral(v8::internal::Literal*)
      1    0.0%    0.0%  v8::internal::AstTyper::VisitDeclarations(v8::internal::ZoneList<v8::internal::Declaration*>*)
      1    0.0%    0.0%  v8::internal::AstRawString::Internalize(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::AstNumberingVisitor::VisitCompareOperation(v8::internal::CompareOperation*)
      1    0.0%    0.0%  v8::internal::AstNumberingVisitor::VisitCall(v8::internal::Call*)
      1    0.0%    0.0%  v8::internal::AstNumberingVisitor::Renumber(v8::internal::FunctionLiteral*)
      1    0.0%    0.0%  v8::internal::AstNode::AsMaterializedLiteral()
      1    0.0%    0.0%  v8::internal::Assignment::IsMonomorphic()
      1    0.0%    0.0%  v8::internal::Assembler::ucomisd(v8::internal::XMMRegister, v8::internal::XMMRegister)
      1    0.0%    0.0%  v8::internal::Assembler::testb(v8::internal::Register, v8::internal::Immediate)
