Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
      7    0.0%    0.0%  LazyCompile: *Writable _stream_writable.js:130:18
      7    0.0%    0.0%  LazyCompile: *ToBoolean native runtime.js:535:19
      7    0.0%    0.0%  LazyCompile: *OutgoingMessage._storeHeader _http_outgoing.js:189:50
      7    0.0%    0.0%  LazyCompile: *OutgoingMessage._buffer _http_outgoing.js:178:45
      7    0.0%    0.0%  LazyCompile: *Options /opt/box/node_modules/ws/node_modules/options/lib/options.js:8:17
      7    0.0%    0.0%  LazyCompile: *Bot.onError /opt/box/bot.js:174:33
      7    0.0%    0.0%  KeyedStoreIC:  {960}
      7    0.0%    0.0%  Handler: reset {3}
      7    0.0%    0.0%  Handler: masked {5}
      7    0.0%    0.0%  Handler: masked {14}
      7    0.0%    0.0%  Handler: error {58}
      7    0.0%    0.0%  Handler: call {2}
      7    0.0%    0.0%  Handler: Origin {1}
      7    0.0%    0.0%  Handler: An IC handler from the snapshot {19}
      6    0.0%    0.0%  Stub: StoreTransitionStub {18}
      6    0.0%    0.0%  Stub: StoreTransitionStub {10}
      6    0.0%    0.0%  Stub: StoreFastElementStub {3}
      6    0.0%    0.0%  Stub: RecordWriteStub {6}
      6    0.0%    0.0%  Stub: LoadConstantStub {7}
      6    0.0%    0.0%  Stub: BinaryOpICStub {4}
      6    0.0%    0.0%  Stub: BinaryOpICStub {2}
      6    0.0%    0.0%  StorePolymorphicIC: _used {1}
      6    0.0%    0.0%  StorePolymorphicIC: _offset {4}
      6    0.0%    0.0%  StorePolymorphicIC: _changeFactor {4}
      6    0.0%    0.0%  StorePolymorphicIC: _changeFactor {2}
      6    0.0%    0.0%  StorePolymorphicIC: _buffer {1}
      6    0.0%    0.0%  LazyCompile: ~readableAddChunk _stream_readable.js:123:26
      6    0.0%    0.0%  LazyCompile: ~Task.engageBots /opt/box/task.js:138:37
      6    0.0%    0.0%  LazyCompile: ~OutgoingMessage._send _http_outgoing.js:121:43
      6    0.0%    0.0%  LazyCompile: ~DefineObjectProperty native v8natives.js:461:30
      6    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-client.js:60:39
      6    0.0%    0.0%  LazyCompile: STRING_ADD_LEFT native runtime.js:188:41
      6    0.0%    0.0%  LazyCompile: EQUALS native runtime.js:75:23
      6    0.0%    0.0%  LazyCompile: *replace native string.js:146:23
      6    0.0%    0.0%  LazyCompile: *join native array.js:333:19
      6    0.0%    0.0%  LazyCompile: *isFinite native v8natives.js:33:24
      6    0.0%    0.0%  LazyCompile: *isArray native array.js:1194:22
      6    0.0%    0.0%  LazyCompile: *exports.setTimeout timers.js:178:30
      6    0.0%    0.0%  LazyCompile: *WritableState _stream_writable.js:26:23
      6    0.0%    0.0%  LazyCompile: *Writable.write _stream_writable.js:186:36
      6    0.0%    0.0%  LazyCompile: *SocksAgent.createConnection /opt/box/node_modules/socks/lib/socks-agent.js:18:49
      6    0.0%    0.0%  LazyCompile: *Readable _stream_readable.js:80:18
      6    0.0%    0.0%  LazyCompile: *PropertyDescriptor_HasWritable native v8natives.js:339:54
      6    0.0%    0.0%  LazyCompile: *IsAccessorDescriptor native v8natives.js:183:30
      6    0.0%    0.0%  LazyCompile: *Client.detsroyInactive /opt/box/node_modules/agario-client/agario-client.js:202:30
      6    0.0%    0.0%  LazyCompile: *Buffer.writeUInt8 buffer.js:876:39
      6    0.0%    0.0%  LazyCompile: *Buffer.write buffer.js:523:34
      6    0.0%    0.0%  LazyCompile: *Bot.moveTo /opt/box/bot.js:285:32
      6    0.0%    0.0%  Handler: response {8}
      6    0.0%    0.0%  Handler: response {31}
      6    0.0%    0.0%  Handler: response {26}
      6    0.0%    0.0%  Handler: response {19}
      6    0.0%    0.0%  Handler: response {12}
      6    0.0%    0.0%  Handler: readUInt16LE {1}
      6    0.0%    0.0%  Handler: opcode {2}
      6    0.0%    0.0%  Handler: masked {2}
      6    0.0%    0.0%  Handler: lastFragment {5}
      6    0.0%    0.0%  Handler: fragmentedOperation
      6    0.0%    0.0%  Handler: domain {2}
      6    0.0%    0.0%  Handler: destroy
      6    0.0%    0.0%  Handler: apply
      6    0.0%    0.0%  Handler: activeFragmentedOperation {7}
      5    0.0%    0.0%  Stub: ToBooleanStub(Undefined)
      5    0.0%    0.0%  Stub: StoreTransitionStub {25}
      5    0.0%    0.0%  Stub: StoreFieldStub {5}
      5    0.0%    0.0%  Stub: RecordWriteStub {9}
      5    0.0%    0.0%  Stub: LoadFieldStub {8}
      5    0.0%    0.0%  Stub: LoadFieldStub {20}
      5    0.0%    0.0%  StorePolymorphicIC: _idleNext {2}
      5    0.0%    0.0%  LazyCompile: ~g events.js:255:13
      5    0.0%    0.0%  LazyCompile: ~exports.createConnection /opt/box/node_modules/socks/lib/socks-client.js:39:41
      5    0.0%    0.0%  LazyCompile: ~WritableState.onwrite _stream_writable.js:88:26
      5    0.0%    0.0%  LazyCompile: ~Timeout timers.js:300:25
      5    0.0%    0.0%  LazyCompile: ~StringReplaceGlobalRegExpWithFunction native string.js:291:47
      5    0.0%    0.0%  LazyCompile: ~Socket._write net.js:693:35
      5    0.0%    0.0%  LazyCompile: ~Options.merge /opt/box/node_modules/ws/node_modules/options/lib/options.js:25:24
      5    0.0%    0.0%  LazyCompile: ~<anonymous> punycode.js:473:35
      5    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/BufferPool.js:35:41
      5    0.0%    0.0%  LazyCompile: _runOnTimeout timers.js:521:23
      5    0.0%    0.0%  LazyCompile: *slice native string.js:386:21
      5    0.0%    0.0%  LazyCompile: *lookupAndConnect net.js:912:26
      5    0.0%    0.0%  LazyCompile: *StringSplitOnRegExp native string.js:437:29
      5    0.0%    0.0%  LazyCompile: *Socket.setTimeout net.js:299:39
      5    0.0%    0.0%  LazyCompile: *Readable.push _stream_readable.js:99:35
      5    0.0%    0.0%  LazyCompile: *PropertyDescriptor_SetEnumerable native v8natives.js:322:58
      5    0.0%    0.0%  LazyCompile: *OutgoingMessage.end _http_outgoing.js:540:41
      5    0.0%    0.0%  LazyCompile: *Object.defineProperty.get /opt/box/node_modules/ws/node_modules/options/lib/options.js:14:20
      5    0.0%    0.0%  LazyCompile: *Hash.update crypto.js:66:33
      5    0.0%    0.0%  LazyCompile: *Coordinator.onSpectateFieldUpdate /opt/box/coordinator.js:125:55
      5    0.0%    0.0%  LazyCompile: *Client.processors.17 /opt/box/node_modules/agario-client/agario-client.js:327:23
      5    0.0%    0.0%  LazyCompile: *Buffer.toString buffer.js:378:37
      5    0.0%    0.0%  LazyCompile: *Ball.appear /opt/box/node_modules/agario-client/agario-client.js:728:21
      5    0.0%    0.0%  Handler: listener {3}
      5    0.0%    0.0%  Handler: lastFragment {9}
      5    0.0%    0.0%  Handler: lastFragment {8}
      5    0.0%    0.0%  Handler: lastFragment {4}
      5    0.0%    0.0%  Handler: lastFragment {1}
      5    0.0%    0.0%  Handler: get {2}
      5    0.0%    0.0%  Handler: error {57}
      5    0.0%    0.0%  Handler: error {50}
      5    0.0%    0.0%  Handler: activeFragmentedOperation {8}
      4    0.0%    0.0%  Stub: StoreTransitionStub {7}
      4    0.0%    0.0%  Stub: StoreTransitionStub {1}
      4    0.0%    0.0%  Stub: StoreFieldStub {4}
      4    0.0%    0.0%  Stub: StoreFieldStub {2}
      4    0.0%    0.0%  Stub: StoreFieldStub {1}
      4    0.0%    0.0%  Stub: RecordWriteStub {22}
      4    0.0%    0.0%  Stub: FastNewContextStub {6}
      4    0.0%    0.0%  Stub: CompareICStub {13}
      4    0.0%    0.0%  Stub: CompareICStub
      4    0.0%    0.0%  Stub: CallApiAccessorStub {4}
      4    0.0%    0.0%  Stub: CallApiAccessorStub
      4    0.0%    0.0%  StorePolymorphicIC: color {1}
      4    0.0%    0.0%  StorePolymorphicIC: _used {3}
      4    0.0%    0.0%  StorePolymorphicIC: _used {2}
      4    0.0%    0.0%  RegExp: ^Content-Length$
      4    0.0%    0.0%  RegExp: [\\x2E\\u3002\\uFF0E\\uFF61]
      4    0.0%    0.0%  LazyCompile: ~trim native string.js:549:22
      4    0.0%    0.0%  LazyCompile: ~toUpperCase native string.js:541:29
      4    0.0%    0.0%  LazyCompile: ~socketOnData _http_client.js:297:22
      4    0.0%    0.0%  LazyCompile: ~negotiateSocks5 /opt/box/node_modules/socks/lib/socks-client.js:134:33
      4    0.0%    0.0%  LazyCompile: ~Bot.spawn /opt/box/bot.js:263:31
      4    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Sender.js:120:73
      4    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:35:62
      4    0.0%    0.0%  LazyCompile: upgrade /opt/box/node_modules/ws/lib/WebSocket.js:703:39
      4    0.0%    0.0%  LazyCompile: nextTickCallbackWith0Args node.js:416:39
      4    0.0%    0.0%  LazyCompile: INSTANCE_OF native runtime.js:364:33
      4    0.0%    0.0%  LazyCompile: *writeOrBuffer _stream_writable.js:255:23
      4    0.0%    0.0%  LazyCompile: *urlParse url.js:80:18
      4    0.0%    0.0%  LazyCompile: *toASCII punycode.js:472:18
      4    0.0%    0.0%  LazyCompile: *split native string.js:420:23
      4    0.0%    0.0%  LazyCompile: *once events.js:249:44
      4    0.0%    0.0%  LazyCompile: *lastIndexOf native string.js:89:29
      4    0.0%    0.0%  LazyCompile: *keys native v8natives.js:174:20
      4    0.0%    0.0%  LazyCompile: *isNaN native v8natives.js:29:21
      4    0.0%    0.0%  LazyCompile: *isBuffer buffer.js:175:36
      4    0.0%    0.0%  LazyCompile: *initSocketHandle net.js:92:26
      4    0.0%    0.0%  LazyCompile: *indexOf native array.js:1076:22
      4    0.0%    0.0%  LazyCompile: *exports.unenroll timers.js:138:45
      4    0.0%    0.0%  LazyCompile: *debugs.(anonymous function) util.js:72:29
      4    0.0%    0.0%  LazyCompile: *Timeout timers.js:300:25
      4    0.0%    0.0%  LazyCompile: *RegExpExecNoTests native regexp.js:59:27
      4    0.0%    0.0%  LazyCompile: *Proxy.createAgent /opt/box/proxy.js:13:39
      4    0.0%    0.0%  LazyCompile: *PropertyDescriptor_SetGetter native v8natives.js:353:47
      4    0.0%    0.0%  LazyCompile: *PropertyDescriptor_SetConfigurable native v8natives.js:343:44
      4    0.0%    0.0%  LazyCompile: *PropertyDescriptor_HasGetter native v8natives.js:360:50
      4    0.0%    0.0%  LazyCompile: *IsGenericDescriptor native v8natives.js:191:29
      4    0.0%    0.0%  LazyCompile: *Buffer.writeUInt16LE buffer.js:886:42
      4    0.0%    0.0%  LazyCompile: *Ball.disappear /opt/box/node_modules/agario-client/agario-client.js:737:24
      4    0.0%    0.0%  LazyCompile: *<anonymous> /opt/box/node_modules/ws/node_modules/options/lib/options.js:11:41
      4    0.0%    0.0%  Handler: response {25}
      4    0.0%    0.0%  Handler: readUInt32LE
      4    0.0%    0.0%  Handler: readSInt32LE {1}
      4    0.0%    0.0%  Handler: opcode {10}
      4    0.0%    0.0%  Handler: masked {9}
      4    0.0%    0.0%  Handler: masked {13}
      4    0.0%    0.0%  Handler: masked
      4    0.0%    0.0%  Handler: lastFragment {6}
      4    0.0%    0.0%  Handler: lastFragment
      4    0.0%    0.0%  Handler: error {69}
      4    0.0%    0.0%  Handler: error {29}
      4    0.0%    0.0%  Handler: error {22}
      4    0.0%    0.0%  Handler: error {17}
      4    0.0%    0.0%  Handler: apply {2}
      4    0.0%    0.0%  Handler: apply {1}
      4    0.0%    0.0%  Handler: activeFragmentedOperation {4}
      4    0.0%    0.0%  Handler: activeFragmentedOperation {16}
      4    0.0%    0.0%  Handler: _events {7}
      4    0.0%    0.0%  Handler: Object
      4    0.0%    0.0%  Handler: An IC handler from the snapshot {17}
      4    0.0%    0.0%  Handler: $toName
      3    0.0%    0.0%  Stub: ToBooleanStub(Undefined,Null)
      3    0.0%    0.0%  Stub: ToBooleanStub(Null,SpecObject)
      3    0.0%    0.0%  Stub: StringAddStub
      3    0.0%    0.0%  Stub: StoreTransitionStub {6}
      3    0.0%    0.0%  Stub: StoreTransitionStub {3}
      3    0.0%    0.0%  Stub: StoreTransitionStub {23}
      3    0.0%    0.0%  Stub: StoreTransitionStub {20}
      3    0.0%    0.0%  Stub: StoreFieldStub {16}
      3    0.0%    0.0%  Stub: RecordWriteStub {4}
      3    0.0%    0.0%  Stub: RecordWriteStub {14}
      3    0.0%    0.0%  Stub: LoadFieldStub {19}
      3    0.0%    0.0%  Stub: LoadFieldStub {16}
      3    0.0%    0.0%  Stub: LoadFieldStub {11}
      3    0.0%    0.0%  Stub: LoadFieldStub {10}
      3    0.0%    0.0%  Stub: CompareICStub {7}
      3    0.0%    0.0%  Stub: CompareICStub {17}
      3    0.0%    0.0%  Stub: CompareICStub {16}
      3    0.0%    0.0%  Stub: CallFunctionStub_Args5
      3    0.0%    0.0%  Stub: CallFunctionStub_Args0
      3    0.0%    0.0%  Stub: CallApiAccessorStub {1}
      3    0.0%    0.0%  StorePolymorphicIC: virus
      3    0.0%    0.0%  StorePolymorphicIC: destroyed
      3    0.0%    0.0%  StorePolymorphicIC: _used
      3    0.0%    0.0%  StorePolymorphicIC: _idlePrev {5}
      3    0.0%    0.0%  StorePolymorphicIC: _idlePrev {4}
      3    0.0%    0.0%  RegExp: ^Connection$
      3    0.0%    0.0%  LazyCompile: ~send /opt/box/node_modules/ws/lib/WebSocket.js:210:41
      3    0.0%    0.0%  LazyCompile: ~remove /opt/box/node_modules/ws/node_modules/ultron/index.js:68:42
      3    0.0%    0.0%  LazyCompile: ~onTimeout /opt/box/node_modules/socks/lib/socks-client.js:54:27
      3    0.0%    0.0%  LazyCompile: ~nextTick node.js:477:22
      3    0.0%    0.0%  LazyCompile: ~freeze native v8natives.js:857:24
      3    0.0%    0.0%  LazyCompile: ~exports.clearTimeout timers.js:222:32
      3    0.0%    0.0%  LazyCompile: ~emitOne events.js:75:17
      3    0.0%    0.0%  LazyCompile: ~WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
      3    0.0%    0.0%  LazyCompile: ~Url.parse url.js:88:31
      3    0.0%    0.0%  LazyCompile: ~SmartBuffer /opt/box/node_modules/socks/node_modules/smart-buffer/lib/smart-buffer.js:18:25
      3    0.0%    0.0%  LazyCompile: ~Sender.applyExtensions /opt/box/node_modules/ws/lib/Sender.js:280:44
      3    0.0%    0.0%  LazyCompile: ~RegExpExecNoTests native regexp.js:59:27
      3    0.0%    0.0%  LazyCompile: ~Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
      3    0.0%    0.0%  LazyCompile: ~ReadableState _stream_readable.js:15:23
      3    0.0%    0.0%  LazyCompile: ~OutgoingMessage._writeRaw _http_outgoing.js:144:47
      3    0.0%    0.0%  LazyCompile: ~ClientRequest _http_client.js:18:23
      3    0.0%    0.0%  LazyCompile: ~Client.processors.49 /opt/box/node_modules/agario-client/agario-client.js:380:23
      3    0.0%    0.0%  LazyCompile: ~Buffer.write buffer.js:523:34
      3    0.0%    0.0%  LazyCompile: ~<anonymous> net.js:937:30
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Sender.js:268:19
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/BufferPool.js:32:41
      3    0.0%    0.0%  LazyCompile: close /opt/box/node_modules/ws/lib/WebSocket.js:100:43
      3    0.0%    0.0%  LazyCompile: *removeListener events.js:272:28
      3    0.0%    0.0%  LazyCompile: *readableAddChunk _stream_readable.js:123:26
      3    0.0%    0.0%  LazyCompile: *normalizeConnectArgs net.js:68:30
      3    0.0%    0.0%  LazyCompile: *module.exports.BufferUtil.mask /opt/box/node_modules/ws/lib/BufferUtil.fallback.js:16:17
      3    0.0%    0.0%  LazyCompile: *match native string.js:118:23
      3    0.0%    0.0%  LazyCompile: *init _linklist.js:3:14
      3    0.0%    0.0%  LazyCompile: *forEach native array.js:943:22
      3    0.0%    0.0%  LazyCompile: *exports.request http.js:30:27
      3    0.0%    0.0%  LazyCompile: *_makeTimerTimeout timers.js:492:27
      3    0.0%    0.0%  LazyCompile: *WebSocket.addEventListener /opt/box/node_modules/ws/lib/WebSocket.js:414:48
      3    0.0%    0.0%  LazyCompile: *Stream stream.js:22:16
      3    0.0%    0.0%  LazyCompile: *Socket.write net.js:615:34
      3    0.0%    0.0%  LazyCompile: *Sender.flush /opt/box/node_modules/ws/lib/Sender.js:258:34
      3    0.0%    0.0%  LazyCompile: *PropertyDescriptor_IsEnumerable native v8natives.js:326:56
      3    0.0%    0.0%  LazyCompile: *PropertyDescriptor_GetGetter native v8natives.js:357:47
      3    0.0%    0.0%  LazyCompile: *DoRegExpExec native regexp.js:54:22
      3    0.0%    0.0%  LazyCompile: *DefineOwnProperty native v8natives.js:630:27
      3    0.0%    0.0%  LazyCompile: *ArrayBuffer native arraybuffer.js:13:32
      3    0.0%    0.0%  LazyCompile: *<anonymous> node.js:644:48
      3    0.0%    0.0%  LazyCompile: *<anonymous> /opt/box/task.js:190:46
      3    0.0%    0.0%  Handler: test
      3    0.0%    0.0%  Handler: response {29}
      3    0.0%    0.0%  Handler: readSInt32LE
      3    0.0%    0.0%  Handler: protocolVersion {2}
      3    0.0%    0.0%  Handler: opcode {8}
      3    0.0%    0.0%  Handler: opcode {1}
      3    0.0%    0.0%  Handler: lastFragment {12}
      3    0.0%    0.0%  Handler: lastFragment {10}
      3    0.0%    0.0%  Handler: fragmentedOperation {4}
      3    0.0%    0.0%  Handler: error {67}
      3    0.0%    0.0%  Handler: error {43}
      3    0.0%    0.0%  Handler: error {37}
      3    0.0%    0.0%  Handler: error {30}
      3    0.0%    0.0%  Handler: domain {4}
      3    0.0%    0.0%  Handler: call
      3    0.0%    0.0%  Handler: apply {3}
      3    0.0%    0.0%  Handler: activeFragmentedOperation {15}
      3    0.0%    0.0%  Handler: _unrefTimer
      3    0.0%    0.0%  Handler: _hasBody {1}
      3    0.0%    0.0%  Handler: _events {1}
      3    0.0%    0.0%  Handler: __ultron {29}
      3    0.0%    0.0%  Handler: Sec-WebSocket-Key {1}
      3    0.0%    0.0%  Handler: An IC handler from the snapshot {15}
      2    0.0%    0.0%  Stub: TypeofStub
      2    0.0%    0.0%  Stub: StoreTransitionStub {8}
      2    0.0%    0.0%  Stub: StoreTransitionStub {4}
      2    0.0%    0.0%  Stub: StoreTransitionStub {27}
      2    0.0%    0.0%  Stub: StoreTransitionStub {15}
      2    0.0%    0.0%  Stub: StoreFieldStub {19}
      2    0.0%    0.0%  Stub: StoreFieldStub {17}
      2    0.0%    0.0%  Stub: StoreFastElementStub {4}
      2    0.0%    0.0%  Stub: RegExpConstructResultStub
      2    0.0%    0.0%  Stub: RecordWriteStub {31}
      2    0.0%    0.0%  Stub: RecordWriteStub {28}
      2    0.0%    0.0%  Stub: RecordWriteStub {27}
      2    0.0%    0.0%  Stub: RecordWriteStub {26}
      2    0.0%    0.0%  Stub: RecordWriteStub {1}
      2    0.0%    0.0%  Stub: RecordWriteStub {19}
      2    0.0%    0.0%  Stub: RecordWriteStub {13}
      2    0.0%    0.0%  Stub: RecordWriteStub {12}
      2    0.0%    0.0%  Stub: RecordWriteStub {11}
      2    0.0%    0.0%  Stub: NumberToStringStub
      2    0.0%    0.0%  Stub: LoadFieldStub {6}
      2    0.0%    0.0%  Stub: LoadFieldStub {25}
      2    0.0%    0.0%  Stub: LoadFieldStub {23}
      2    0.0%    0.0%  Stub: LoadFieldStub {22}
      2    0.0%    0.0%  Stub: LoadFieldStub {1}
      2    0.0%    0.0%  Stub: LoadFieldStub
      2    0.0%    0.0%  Stub: LoadDictionaryElementStub
      2    0.0%    0.0%  Stub: LoadConstantStub {5}
      2    0.0%    0.0%  Stub: LoadConstantStub {4}
      2    0.0%    0.0%  Stub: GrowArrayElementsStub {1}
      2    0.0%    0.0%  Stub: FastNewContextStub {4}
      2    0.0%    0.0%  Stub: CompareNilICStub(NullValue)(MonomorphicMap) {3}
      2    0.0%    0.0%  Stub: CompareNilICStub(NullValue)(MonomorphicMap) {1}
      2    0.0%    0.0%  Stub: CompareICStub {9}
      2    0.0%    0.0%  Stub: CompareICStub {4}
      2    0.0%    0.0%  Stub: CompareICStub {3}
      2    0.0%    0.0%  Stub: CompareICStub {21}
      2    0.0%    0.0%  Stub: CompareICStub {19}
      2    0.0%    0.0%  Stub: CallICStub(args(5), METHOD, 
      2    0.0%    0.0%  Stub: CallApiGetterStub
      2    0.0%    0.0%  Stub: ArrayConstructorStub
      2    0.0%    0.0%  StorePolymorphicIC: _offset {1}
      2    0.0%    0.0%  StorePolymorphicIC: _offset
